d,x0,x1,x2,Z1,Z2,FE1,FE2
0.0,-2.178031835202123,0.07353657699135646,-1.2058395134179742,-0.5967556293533005,-1.7427732110611671,0.0,1.0
0.0,-0.24714277833533455,0.7491976613028836,0.2304527808192921,-0.31860380175139014,0.054995798406998864,0.0,0.0
1.0,1.1523931757376893,-0.880737944181452,-0.6176038901961803,-0.7667452263725417,1.750042995542838,0.0,1.0
0.0,-1.3869590460879453,-0.7544379568073081,-1.4078814029182467,-0.069512259161073,-1.1303548223460937,0.0,0.0
1.0,1.0584198581888222,1.9644776497709864,0.465499658088896,0.6373712228265448,0.7985662151824764,1.0,0.0
0.0,-1.1979663428648062,-0.08562536164569937,0.08442809826815718,-0.9115053017805181,-0.2102461393196893,0.0,1.0
1.0,0.4346860486794548,-2.2682618335294817,1.1488963482411263,0.326347739090763,-0.013235292504942656,1.0,0.0
1.0,1.0268936085306386,-0.25123314002810637,-0.8000177392146882,0.27745702375711523,0.8564943013687725,0.0,1.0
1.0,-1.86403516034768,-1.0580307486782798,2.22849899934097,-0.23423704037592302,-1.4105172153343104,0.0,0.0
0.0,-1.0943900541709006,0.41066426447539217,0.8540735349122143,-0.4230588473424549,-0.5661586296207489,1.0,0.0
1.0,1.0971278663751323,-0.2932789817994281,-1.5813904096581517,-0.7870905943808634,1.5765325230115974,1.0,1.0
0.0,-0.0501537174370697,0.3619293606472998,-1.6876688152652186,0.48634978791720823,-0.8010215339536321,1.0,0.0
0.0,0.659364993821808,1.5116453170640336,2.0707286322783074,0.4559781874984148,0.12322024588354871,0.0,0.0
1.0,2.497451334538436,0.4251427569771703,0.39509286301887075,2.525214567611701,0.046494296898601746,0.0,0.0
0.0,0.34142365158185045,1.2579645876451333,1.028366586471697,0.10303608341397924,0.07519671644751007,0.0,0.0
1.0,3.133465550743914,-0.0344467629065918,2.1225335076507843,1.301607536074686,1.9700155193356563,0.0,0.0
1.0,-0.5658996188687067,-0.8258070150750713,0.7536272408254305,-1.2638975144916953,0.8975046649207485,1.0,0.0
1.0,-0.6091795935277923,0.8216566822920742,0.8918444868177754,0.1323595808873834,-0.9185516711332226,1.0,1.0
1.0,0.6792986814035833,0.9221996172558017,1.2626536299248339,0.401538384828528,0.37199286627721284,1.0,0.0
1.0,0.7654971557800114,0.7592477980222324,1.1913209781032015,-0.6704699916666911,1.2250691374641356,0.0,0.0
0.0,0.8429761262774321,1.4814014143180065,-1.6768208542768246,0.6275819032877268,0.530166917072237,1.0,0.0
0.0,-2.8727247472810333,1.8930744721389414,0.9403645310633751,-1.1700964825023783,-1.4932439360012384,0.0,1.0
1.0,0.12620855583946172,-0.6702020422268777,1.7851538759212866,1.469070384780825,-1.3724410599160932,1.0,0.0
1.0,1.3258974382393822,0.9172063624582383,0.4031400822474471,1.1772738684895512,0.4818077990888866,0.0,0.0
0.0,-1.2845710973667326,-1.7077853573371484,-0.7489645422158991,-1.0629616217520255,-0.4075303209129824,1.0,0.0
0.0,-1.5280844370970985,-0.1094710403354025,-2.0854109643408965,-0.6146650774535204,-0.917289732583614,0.0,1.0
0.0,0.08390452366510912,1.2636461608124463,0.1112813571952949,0.5302196288775841,-0.18608007144625846,1.0,0.0
0.0,0.4798129829802771,0.5506123173955262,-3.154645975155164,-0.09454672094651737,0.6234167701143407,1.0,0.0
1.0,0.5530773438586396,0.39537992760574137,-0.23911594775446224,-0.27785005752121095,0.9154048056231604,0.0,0.0
0.0,-0.07896256176656118,-0.42070196285813505,-1.2626501510485024,0.3014135310489532,-0.18469412775227295,1.0,0.0
1.0,0.6466230656126059,-0.1808030139280689,0.26247546295654145,0.8902226495826062,-0.10445323447710526,0.0,0.0
0.0,0.34727564801793503,-0.39989038930510057,-1.7545840495287572,0.111458857414465,0.22018930843680742,0.0,0.0
1.0,0.10759050650381852,-0.2049342601905635,0.990083878340617,-0.32370184760263654,0.6604373621246078,1.0,0.0
1.0,-0.9986980476141885,0.34784529601962627,1.053006767528469,-0.336830592508653,-0.5734702416930998,0.0,0.0
0.0,-1.6916465786265116,-0.20289056120246118,0.35076809837285067,-1.131526375705723,-0.524839888898757,0.0,0.0
0.0,-1.502609364992643,-0.38284713165288264,0.0514170515514663,-0.2910851167623017,-1.150340883389336,0.0,0.0
0.0,-3.379212663364995,0.050197920078953344,0.6940793778718898,-0.7526082651722005,-2.2211458738706575,0.0,0.0
1.0,-0.8608244986606592,-1.3362312795661804,1.1842617270911708,0.1410316537492448,-0.7957505155455312,0.0,1.0
1.0,-0.15796615565920047,-0.23643232421152768,2.4035216872620864,0.6155353232608262,-1.057845098415795,0.0,0.0
1.0,2.036691000380341,2.366844731892037,0.7658272513065744,1.3051413785242636,1.0750737977281897,1.0,0.0
1.0,-1.1955083664849002,-1.498841733055676,1.4302302845345294,0.03339986261325131,-1.5672038586683092,1.0,0.0
0.0,-0.09207169252844377,0.4701601997403188,-0.47464762335427074,0.47963079351260457,-0.38111062709747967,0.0,1.0
1.0,-0.24090592920317166,-1.1557841177203647,-0.2267422556983716,-0.4246211856200913,0.21487445471875863,1.0,1.0
0.0,-0.33262517404788483,0.30304941326558477,1.1780905122213288,-0.9431214523122633,0.3388976589775355,0.0,1.0
0.0,0.7340108947439394,0.7847880008395687,-1.4206503930554517,1.8082877892862343,-1.2911190609112093,0.0,0.0
0.0,1.0839206931842236,1.835156331981315,-1.3349796866479027,-0.36565678897985787,1.3768460372711107,0.0,0.0
0.0,-0.591749746815162,0.5637828637404605,-0.616803864061355,0.9794545116293983,-1.3686508575488936,0.0,0.0
0.0,-0.1737609277691204,2.095729939824822,-0.7148235873213151,-0.3782504975270407,0.1064889576541797,0.0,0.0
1.0,-1.1076055978598596,-0.004672313066116757,1.2442315719993555,-0.2594497993803544,-0.846563871115417,0.0,1.0
0.0,-0.17517195177445216,-0.9736254792296798,0.22041653593436544,0.6366244307663818,-0.6867091316614079,0.0,0.0
1.0,0.2525494946038901,0.18721442749175005,1.0741004391317244,0.25108401256794044,0.026332359465561162,0.0,0.0
0.0,-1.883310605855783,1.216798116191697,-0.0774969754058252,-1.459154366137893,-0.25695176479626786,1.0,0.0
0.0,-0.15180374747617048,-0.5479924308202451,0.31598738811885013,-0.5569590777759533,0.043714072251573616,0.0,1.0
1.0,0.4876398370803292,0.43942617544002116,0.43758900115479943,1.5583368184078341,-0.8339959445915144,0.0,0.0
0.0,-0.46140647701073173,0.1509797356492313,-0.3661905294956236,-0.5973468212526545,0.09176653895707472,0.0,1.0
0.0,-1.7468540321419417,-0.3393138975090867,0.0451501563317049,-1.8741175964933774,-0.10347587337061093,0.0,1.0
1.0,-0.30720443269455244,-1.0059708544326278,1.402381127535212,-0.9731649180348559,0.6125587938853302,0.0,0.0
1.0,2.689192988859344,-0.23062858107433742,-0.1469208658284755,1.7608215682494355,1.1109553522637068,0.0,0.0
0.0,-0.2425525748229222,-0.18394631382276877,0.9549966683838478,-0.15116566807290527,-0.20755571654578467,0.0,0.0
0.0,-1.7573777474738188,-0.11182771258482596,0.8676017706199118,-1.968917089554194,-0.08664336007512269,0.0,1.0
0.0,0.22697301966729766,0.39397885044088005,0.2705338287089785,0.2857030858492037,-0.097282852233019,0.0,1.0
1.0,-1.4545295372406424,-2.0605534277186464,0.43431004025706504,-0.34377605404406947,-1.0198132945552771,0.0,0.0
0.0,0.11596875410262103,0.7631761979264027,0.5879708743292513,-0.4728403292883587,0.9580659078121125,0.0,0.0
1.0,-0.34317795821246816,-0.9772436801120125,0.6740760632261468,0.5011206609876534,-0.700759862294543,1.0,0.0
1.0,-1.1199404541277649,-0.37535568278998865,-0.24992648281265534,-0.763195112750619,0.06624235882434808,0.0,0.0
1.0,2.6593851180161456,-0.45829688033208843,-0.14715466256279439,0.685036092382356,1.7085396711830756,0.0,0.0
1.0,-0.8678095726573941,-0.6685407784828791,0.8114491896881592,-0.8077660720912689,-0.10453396964435858,1.0,0.0
1.0,1.4002695932269902,-2.3607870811271527,-1.6208852864807342,2.3762421784814878,-0.7784767205400918,0.0,1.0
1.0,0.5128606682126631,0.9941402355188785,0.2940121590934808,-0.697118208961395,1.3137711568897512,0.0,1.0
1.0,2.892689187165243,2.024216558921602,0.15753838903838954,1.595154556543918,1.3979034002544297,0.0,1.0
1.0,2.7379528130580986,-0.2847072279332564,-0.28986900559538886,2.5475280583717868,0.11967018830873939,0.0,0.0
0.0,0.48389553057043666,0.5648256996776122,-1.5614154247378245,1.0115229957302958,-0.5429573498606269,0.0,1.0
0.0,-1.4098040029530947,0.2605915888021534,1.3631477491463657,-2.026226487815514,0.4400162298853625,0.0,0.0
0.0,2.5563838205038274,0.02233191777733362,-1.4159862791410134,1.6384675270044013,0.7899897764939448,1.0,0.0
0.0,0.7549490083050209,-0.3279468751064954,-0.6730109347112941,-0.6243102338196036,1.4638106423166595,1.0,1.0
0.0,-0.7380014558285071,-0.4204828497754186,1.0010331418425562,-0.22677565376430175,-0.3415061923147457,0.0,0.0
0.0,0.5561990395301736,-0.020914051304213064,-1.4112100312667253,0.25360835557684197,0.041709277079714724,0.0,0.0
0.0,-2.391084519437074,-1.2159560686437358,0.25886402791975216,-2.0064297970154663,0.04730522381671368,1.0,0.0
0.0,0.3000508733731152,1.230898491722893,0.9212383598645769,-0.7991031605118917,1.0795506757368007,0.0,0.0
1.0,-0.6545851993758538,-1.2000155359897537,1.0523183582240487,-0.9190075642046803,0.5642313326788091,0.0,0.0
1.0,0.8721673396571513,-0.6053740174789205,0.16464310150428663,1.6648551641284801,-0.971934565508343,0.0,0.0
0.0,-0.9512980975549845,0.7685815804732279,-0.3941742351476164,0.06502190969965775,-1.410264222060379,0.0,0.0
1.0,-0.06866861259876111,-0.1870663078403831,-1.4172869422166121,-0.38779224715179184,0.34768248347702885,0.0,0.0
0.0,-1.354614174435534,0.7246629054870619,0.6459199570311939,-0.19971444870758429,-1.0625675841016857,1.0,1.0
1.0,0.34679572995105246,-0.14681045570511575,-0.4888058211351296,-0.1928563516898181,0.3412345960794788,1.0,0.0
1.0,2.0857757962856636,-0.570339391484082,-0.579473176351343,1.1919317098802444,0.8412809799315432,0.0,1.0
0.0,-1.210671170476107,0.23832239551526926,0.18411452737112707,0.2603367220960362,-1.3871548822115045,0.0,1.0
0.0,0.050893052220643054,1.0423678332783743,-0.4694140586051796,0.16692917015584363,-6.307269183494106E-6,1.0,0.0
1.0,0.7642814048847768,0.4703413387015443,1.5626423858880607,1.3217644442042353,-0.5128574882832672,0.0,0.0
1.0,1.152101323781257,0.09664374337599872,-0.13158352999096135,0.34892049059030056,0.8503406688571445,0.0,0.0
0.0,-0.44518018853486996,0.3021694152468997,-0.7897859955659344,-2.1145332319563246,1.6050835754575734,0.0,1.0
1.0,1.4471362889682273,-1.5088924850302945,0.9380941786468537,0.6890643630855522,0.38699278455426395,1.0,0.0
1.0,-0.20685790604974164,-0.7247143709917288,1.7324082676774795,-1.0796293524808545,0.7840073363377132,0.0,1.0
0.0,0.44362730205881057,0.3528909552965268,-0.6293304464543685,-0.014565721939435589,0.72308870312697,1.0,1.0
1.0,0.6750161009365891,0.1951758778571633,0.6155795235376665,0.20625791469742855,0.4913257563181996,1.0,0.0
0.0,-0.8897935939576224,1.9372633381276236,-0.5981174887894349,-1.1358941566111904,0.1879544686402963,0.0,0.0
0.0,0.3882279439926899,-1.7585416378619356,-1.6403067171635874,-0.49451184749343063,0.6976859953041875,0.0,0.0
0.0,-0.013820432066365282,0.4999997932976768,0.20399532009423524,-0.5234587314603099,0.4150912103877043,0.0,0.0
0.0,-1.1022805639471767,1.0509587759574963,4.2091328077804136E-4,-0.6305435526680836,-0.2664849402521443,0.0,0.0
0.0,-0.286818952449871,0.8929883121100805,-0.9994583694184253,-0.15976977398880876,0.028524977771944467,1.0,1.0
1.0,0.6576883476197559,0.39608837178363754,1.1145359683893892,0.9174679547395612,-0.15585002368917414,0.0,0.0
0.0,-0.8908627768545793,-0.9935266227716175,-0.39007685251587354,-1.7875459902135105,0.7626444223695972,0.0,0.0
1.0,-0.8204242807090593,-1.2054810522209118,0.29562373392421737,-0.3604815852322751,-0.49847203968497417,1.0,0.0
0.0,-1.3266885211026918,-0.12347401270725261,0.759557203383642,-0.976396910363392,-0.16614151215696557,0.0,1.0
1.0,0.9412464188792427,1.1936741893155456,1.8325803539737382,0.43952345819826527,0.6283189118153897,1.0,0.0
1.0,-0.3578438359491891,-2.792990824703563,-1.8604243590353666,-0.4352065994952867,-0.15370252704892098,0.0,0.0
0.0,-1.3433223978054232,-0.794738035370059,0.29535291878263814,0.44716459961016075,-1.9549713996460982,0.0,0.0
0.0,-0.29908643433503784,-0.1250047619810394,-0.9070606872878036,0.49603776825596996,-0.5808011436026261,1.0,0.0
1.0,1.7666057658459409,0.08545126673780248,0.5870466165263076,-0.25740791431802734,1.8381664234290647,1.0,1.0
0.0,-0.39500552210420725,-0.2920654162100392,-0.5628844271393004,-0.14954675723057737,-0.33671987788686253,0.0,0.0
0.0,1.113162727157972,0.3542434235017359,-0.551969050303389,1.2353422482167677,-0.00787040383945791,0.0,0.0
1.0,1.5292593115574662,0.13419228327286023,-1.1845871260542329,1.6440677933927772,-0.06081405818774009,1.0,0.0
0.0,2.148401575617733,1.233747252084186,-1.4648635742017149,1.596799040708515,0.7959054490601736,0.0,0.0
1.0,-0.11288444343831289,-1.3379371259273771,-2.3458642391615805,-0.4170687124265276,0.07665076003865127,0.0,0.0
1.0,1.567039861613235,-0.006050953670167995,-0.30647691173063346,0.5900131098191769,0.9390558089143407,1.0,1.0
0.0,-0.03558790971453483,0.03623772489470646,-0.5223081983640143,0.4995360946163804,-0.6256862667684966,0.0,1.0
1.0,1.3722789301651857,-0.34145307326261626,1.6324518120276255,-1.4093183032012209,2.6710022335310697,0.0,0.0
1.0,-0.13035442833053573,-1.8377858414143045,0.17881727478014772,-0.33689709359931186,0.37853400296646916,1.0,0.0
0.0,-2.8803673158901963,0.2207763787439662,0.6857130237119055,-2.2728507473461756,-0.6414238984073783,1.0,0.0
0.0,-0.10439468009346639,-0.30217790442661807,-1.1507342228923478,0.4366528311758939,-0.5241019985554797,0.0,0.0
1.0,-1.8275787257451,-0.7532228206984578,-1.3317520186404217,-0.5557310821903488,-1.3972927055358861,1.0,1.0
1.0,0.6036451385578847,-0.05887777043724732,1.6313332059385413,1.1421324283076562,-0.5775927631691883,0.0,0.0
1.0,0.44940429472470256,0.7203303658544539,1.145652624439319,-1.2018593625870118,1.4930910690217019,0.0,1.0
0.0,-1.1820909370528965,0.866580696131599,-0.9600077947005498,-1.5017580187496034,0.5118556709839681,1.0,1.0
0.0,-1.2483557277155448,-0.04944250845690038,0.6248544755902109,-1.2022697527784758,0.3268120716265302,1.0,0.0
1.0,-0.23643139158871262,0.35514000908594695,-0.032738774848180864,-0.3425594330312644,0.10853561480326317,1.0,0.0
1.0,-0.14881577792242676,0.5217811690639974,1.584227817156983,-0.7569090704355119,0.3823027881822684,1.0,0.0
0.0,-2.001335921408931,1.2896296111475505,1.161534523220803,-2.2917389939004456,0.10058643598002133,0.0,0.0
1.0,1.0202396625478047,0.8562289268005332,-0.40201003708975463,1.7931731878788337,-0.6983109577482417,1.0,1.0
0.0,-3.9299264251957737,-0.3402327683202699,-0.7700434928744381,-1.4638674962780942,-2.6186226630141944,0.0,0.0
1.0,-1.0025167125802428,-1.321218598892936,-1.0033997999981263,-0.7519614427236219,-0.07092366482127173,0.0,0.0
1.0,-0.6435431513814283,-0.11011505037724507,-0.1189531616948647,-0.5883564829166165,-0.22385157345837411,1.0,1.0
0.0,-1.284463465747661,0.880356040766603,-0.9479224145713474,-0.3429776781371659,-0.7395176978175549,0.0,1.0
0.0,-1.389633538589322,-0.08041965863493034,-1.7666311108113337,-1.112742601362224,-0.33936606687293797,0.0,0.0
1.0,2.7926100913816305,0.2578830935996503,1.2853101090199623,1.3499799295855441,1.2727854604527802,0.0,0.0
0.0,-2.541197182321565,-1.2455571599801947,-0.6206312405234705,-0.8556823094301168,-2.080389002253418,0.0,0.0
1.0,-1.5864509202999357,-1.1086254536468756,1.1378935102580254,-0.07364379990092615,-1.399156475370163,0.0,1.0
1.0,0.16174554752110767,-1.3317359318151905,-0.0646284606317649,-0.37690579749203895,0.7600541409422619,0.0,0.0
0.0,-2.513042802431729,-2.0387762466515778,0.09620579071003368,-1.596362521568017,-0.8146306819941935,0.0,0.0
0.0,-0.4552190824480142,-1.105641354128865,-1.328305794002199,-0.5467277954282712,0.0097522287142929,1.0,0.0
1.0,0.09176051040805557,0.06249634133750102,1.100935626147487,-0.42312434520801345,0.6672059377783729,0.0,0.0
1.0,-1.2004150583849424,-0.6019108403892292,0.166390398835073,-1.19857650483655,-0.14815586259712296,0.0,0.0
1.0,2.8986316821243414,0.7496464005825845,0.5562223780552822,1.428340507118512,1.3942687607872346,0.0,0.0
1.0,-0.43422104081398033,-0.9990316159421259,-1.8991730504744293,-0.1336221778954817,-0.5661440775724782,0.0,0.0
0.0,-0.11733782533669163,0.2787270642995596,-0.2601722909153213,-0.7919962450401548,0.8172209765071704,0.0,1.0
0.0,-2.4445607975868606,-0.31111844012505363,-1.613486624683708,-1.9693482622620486,-0.2765271584706257,0.0,0.0
0.0,-0.573361665216106,-0.3656914919581974,0.38236475005525533,-0.5931663652854763,-0.33409794869752957,1.0,0.0
1.0,-0.6219870661522466,1.333326206594778,-0.46414001351394557,-0.9363853255813928,0.1852412269640598,0.0,1.0
1.0,0.7839694600064303,-1.9111877033122369,0.04787944013060557,0.2377613639045019,0.6880499869468041,0.0,1.0
1.0,2.1925463247922674,0.5037956766422651,-1.0751068786767468,1.2067016038018719,0.7475830605816829,0.0,0.0
0.0,-0.3013025245817012,-0.8254794457916232,-1.3449191460266843,0.8729910187944498,-1.132762401244203,0.0,1.0
0.0,-0.04622317711930701,0.3412738626118502,-1.1075808358407397,-0.9157790552537208,0.9635817937284107,0.0,1.0
0.0,-0.5782410359467902,-0.20373914737511356,-0.6588631499536359,-0.7348416681915562,-0.07687149830440089,0.0,0.0
0.0,-0.33294386765963935,1.1936518233221936,-0.8301229863348805,1.0877988061498656,-1.4815898685586122,1.0,0.0
0.0,-0.7539213588826154,-0.4062775792917615,0.9086175413839851,-0.6352472357792555,-0.48063632361286734,0.0,0.0
1.0,0.21066141149832252,-0.08562073388911409,2.0329064567873143,0.016387849434645413,0.09895002328245008,0.0,0.0
1.0,1.179575516943269,-1.1988732569334142,-0.4228239112581747,0.7222993732391767,0.4820993880549276,0.0,0.0
0.0,-4.3405369861941825,-0.42727058267553186,-1.4515617915298697,-2.185090635414354,-2.0754000792099854,0.0,0.0
1.0,0.44377990060135075,-0.3900634045615423,0.5788443875877284,-0.9951383294069532,1.4273479742568067,0.0,1.0
1.0,-0.08689300319692767,-0.7655133395214608,0.5420491202507924,-0.1648790515524385,0.09705480783919242,0.0,1.0
1.0,2.970920717868975,-0.13094517917882662,0.6853021587345193,0.8407988068141612,2.227044787068217,0.0,0.0
0.0,-1.5608692168135245,0.4268129046584411,-2.028524624135159,-2.536143023449908,0.8298895509433215,0.0,1.0
0.0,0.7692867813854862,-0.40065422694562586,-0.07691265257688812,-0.878008148798811,1.4565998532428392,0.0,0.0
1.0,-0.05042042573663863,0.5217396640543699,1.12675898145299,0.7353231033585037,-0.942614297242682,1.0,1.0
1.0,1.8538541319688668,-0.5451733437349952,-0.6731829546048548,0.04377991336809853,1.9148392654073632,1.0,0.0
0.0,-0.9652541843623855,1.0809734726403257,-1.2445577021223557,-0.3007635764837876,-0.7492030378987715,0.0,1.0
1.0,-0.02229629880010417,-0.8967256930323276,0.5434082534501452,0.9106381654192729,-0.5915580625407557,0.0,0.0
0.0,-1.761156079777115,0.029295671290553764,0.9812363124282693,-0.4999823911678914,-1.0386667567674668,0.0,0.0
1.0,2.0967773366167024,0.9594581349611189,0.3051702491916674,1.9085350792387572,0.31415187520973986,0.0,0.0
1.0,0.341302395943253,0.01686359248199084,-0.3622707053142686,0.6816958332570897,-0.25020409402122296,1.0,1.0
0.0,1.3750039392690205,0.16137005685942482,0.09372096463470102,0.2290186515791586,1.1377759306658808,1.0,0.0
0.0,-0.8539520183190138,1.2577986847102742,-0.8352556950259651,-1.3723938532912041,0.7752868951498508,0.0,1.0
0.0,-2.589897620981516,0.08578361244062033,-0.47632627782848397,-0.7777847201808819,-1.8581883923479754,0.0,0.0
0.0,-2.204038359138933,0.26746504682174843,-1.0757472362955012,-1.0169188638974345,-1.3590137868913508,0.0,0.0
1.0,0.9168432527503197,-0.027904105509826013,0.7500786954588369,1.462339338774424,-0.6244141574105393,0.0,1.0
1.0,1.103037639865918,0.5351121349010882,1.718246689432726,-0.19992738497984913,0.9700237830609783,1.0,1.0
1.0,1.5528876782141086,-1.670483783345431,-0.08694723066185402,-0.432030448238613,1.866759018559957,1.0,0.0
0.0,-0.873113732624987,-0.5630929638429162,-1.122473613670731,-1.4762314490715458,0.6173362094764028,0.0,0.0
0.0,1.1382044014569006,-0.13590532098867908,-1.0648668473943717,1.7880233700643344,-1.1028522841262165,0.0,0.0
1.0,2.2807390373601146,-2.210690777160846,-0.35183113340103356,1.8709049767524966,0.5689880855669963,1.0,0.0
0.0,-1.407171505890295,2.508450413446775,0.8337923933009238,-0.9005850171294646,-0.4924098004044898,0.0,0.0
1.0,1.7035910098864704,0.11974798893940418,0.14786636829233332,1.111586608358766,0.5000684733217238,0.0,1.0
0.0,-1.2563167255733494,0.31937194511879424,-1.8167757540752654,-1.4900328144985493,0.052854381870327004,0.0,1.0
0.0,-0.6325332103301115,-0.30065668757488784,0.39871089639929685,0.439079286320091,-1.1404058779135142,0.0,0.0
1.0,2.022310955797669,0.5048112869367509,-0.14474688368147592,0.09615183799305448,1.9717171026075027,1.0,1.0
1.0,1.1471184010078401,0.8669740373628582,0.6561291510227911,1.4402892270830852,0.13080248031512434,1.0,0.0
0.0,-0.5393794134850274,0.6943884437314612,-2.1862000031871447,-0.5053559166678154,-0.10040531280774775,1.0,1.0
0.0,2.1632729496426744,0.7828105556001664,0.15940703323776728,1.987011901551962,0.34395535198546595,0.0,0.0
1.0,1.540437502124133,-0.13365040932256816,0.6680988312118442,0.5308480941468159,1.0693617926695633,1.0,0.0
0.0,-2.0890078423383587,0.4284703947605635,-0.026745365171155114,-0.4617770640568895,-1.8611287682914008,0.0,1.0
1.0,2.7105144672561536,-0.09734581559842491,-0.021719071547251927,1.8155834419670578,1.186897325428794,0.0,1.0
0.0,1.6165991264320603,0.5145409162935358,-1.3856657276604503,0.8704435134335963,0.8571759215503292,0.0,0.0
1.0,-0.7582998527842015,-0.4093696206407258,0.055698251377847514,-0.18093899335206337,-0.7812049113778031,0.0,1.0
0.0,-1.5489378227332957,0.708066058978575,0.23700771420865202,0.6731619285548895,-2.12477976088315,1.0,0.0
1.0,0.5780049395273175,0.08797989095110761,-0.29360408385960046,0.4968314999904421,0.2548620540112053,1.0,1.0
0.0,0.3791443031786178,0.32354715977028276,-1.2161140397166994,-0.26932178333023976,0.5024980664223757,1.0,0.0
0.0,-1.6776568901853326,-0.06897210006074127,-1.0290137809340554,-0.6660090426063572,-1.2467387581140938,0.0,1.0
0.0,-0.32056512143720317,2.7243936498020087,0.23678704550042762,-0.6092843435470174,0.5971720870555836,0.0,0.0
1.0,0.8180272010229332,-0.7650448668595048,0.23171605798683098,0.03490967781675595,0.7668041416688588,0.0,0.0
1.0,0.3659794086695565,0.1949463569212,-0.3780938396265885,0.2586986987814953,-0.021797964202430065,0.0,0.0
1.0,1.0814416443637211,-1.1759734259210168,-1.509242598132413,0.7404211462044676,0.5245011614097895,0.0,0.0
0.0,1.1605535176077684,0.7153257107137795,1.0026324568142417,0.332752531339857,0.9746036390073537,0.0,0.0
0.0,-0.6406058632286816,-0.3114589603349518,-0.33220099372940814,-0.7642452344203988,0.04461472383452336,0.0,1.0
0.0,-1.9061814904154526,0.33275615114531215,-0.41805920225636256,-0.32489207633362305,-1.406166436182816,1.0,1.0
1.0,1.0662119601482165,0.3989553732847285,1.3457848872363136,0.24868139037519024,1.05937006378361,0.0,1.0
0.0,-1.0848939647741633,1.5275486486023724,-0.8408462798320994,-1.4598171371844193,0.5588333830574843,0.0,1.0
0.0,-2.406221542542821,-0.3163679420945129,-0.05908737572112906,-1.303811181149284,-1.3137437774143403,0.0,1.0
0.0,-1.4878500781384774,0.9775583150891053,0.1482866108550472,0.24507705415027867,-1.5755868630081966,0.0,0.0
1.0,2.1129811716276268,1.3549782728906072,0.2942598090485408,1.5033438138596777,0.8421818351046478,1.0,1.0
0.0,-1.3978869852438633,0.31569142065284644,1.5041382848637477,-1.6027577297147515,-0.017437282790952042,0.0,1.0
